coord_lon,coord_lat,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
27.9,43.2,1612735200,4,293.73,0,10.8,38.98,3.43,35.15,38.5,0.05
27.9,43.2,1612738800,4,303.75,0,10.28,38.27,2.86,40.52,44.65,0.1
27.9,43.2,1612742400,4,290.39,0,7.97,37.91,2.03,36.17,41.12,0.11
27.9,43.2,1612746000,3,257.02,0,5.66,42.56,1.57,22.35,27.2,0.13
27.9,43.2,1612749600,2,236.99,0,4.54,51.5,1.54,14.85,20.07,0.15
27.9,43.2,1612753200,2,233.65,0,4.2,57.22,1.59,13.6,19.52,0.17
27.9,43.2,1612756800,2,236.99,0,4.41,58.65,1.73,13.56,19.84,0.21
27.9,43.2,1612760400,2,253.68,0,5.23,59.37,1.97,13.4,20.07,0.34
27.9,43.2,1612764000,2,263.69,0,6.26,61.51,2.03,11.93,18.05,0.39
27.9,43.2,1612767600,1,250.34,0.03,5.4,63.66,1.7,8.79,13.08,0.31
27.9,43.2,1612771200,1,233.65,0.08,4.46,62.94,1.42,7.07,10.69,0.27
27.9,43.2,1612774800,1,223.64,0.12,3.81,64.37,1.19,7.06,11.08,0.25
27.9,43.2,1612778400,1,220.3,0.15,3.09,70.1,0.98,7.73,11.91,0.25
27.9,43.2,1612782000,1,223.64,0.19,3,72.24,1.03,7.74,11.1,0.31
27.9,43.2,1612785600,1,216.96,0.22,2.87,70.81,1.06,6.78,9.42,0.4
27.9,43.2,1612789200,1,213.62,0.21,3.34,68.67,1.24,5.84,7.95,0.52
27.9,43.2,1612792800,1,213.62,0.12,3.9,69.38,1.68,5.8,7.72,0.63
27.9,43.2,1612796400,1,211.95,0.03,4.11,71.53,2,5.84,7.68,0.66
27.9,43.2,1612800000,1,210.29,0,3.86,72.96,2,5.48,6.94,0.55
27.9,43.2,1612803600,1,208.62,0,3.13,75.1,1.48,4.79,5.7,0.38
27.9,43.2,1612807200,1,206.95,0,2.53,74.39,0.91,3.57,4.14,0.26
27.9,43.2,1612810800,1,203.61,0,1.99,72.96,0.65,2.23,2.51,0.17
27.9,43.2,1612814400,1,203.61,0,1.8,71.53,0.65,2.96,3.26,0.15
27.9,43.2,1612818000,1,201.94,0,1.8,68.67,0.72,4.57,5.01,0.14
27.9,43.2,1612821600,1,205.28,0,1.89,65.8,0.81,5.94,6.63,0.13
27.9,43.2,1612825200,1,210.29,0,2.06,62.94,0.91,6.87,7.81,0.16
27.9,43.2,1612828800,1,213.62,0,2.31,60.08,1.04,8.02,9.22,0.19
27.9,43.2,1612832400,1,213.62,0,2.87,57.22,1.21,8.5,9.91,0.22
27.9,43.2,1612836000,1,216.96,0,3.17,56.51,1.28,7.98,9.39,0.24
27.9,43.2,1612839600,1,223.64,0,3.04,57.94,1.43,6.43,7.67,0.27
27.9,43.2,1612843200,1,230.31,0,3.3,57.94,1.8,5.05,6.16,0.31
27.9,43.2,1612846800,1,247,0,4.46,54.36,2.27,4.8,6.04,0.41
27.9,43.2,1612850400,1,263.69,0.03,6.6,49.35,2.71,5.11,6.66,0.5
27.9,43.2,1612854000,1,280.38,0.71,7.97,44.35,3.01,5.92,7.91,0.58
27.9,43.2,1612857600,1,297.07,1.93,7.54,41.84,3.37,6.86,9.36,0.74
27.9,43.2,1612861200,1,300.41,2.63,6.77,41.84,3.7,7.37,10.23,0.89
27.9,43.2,1612864800,1,293.73,2.43,6.17,43.99,3.46,7.25,10.31,0.84
27.9,43.2,1612868400,1,273.71,1.79,6,44.7,2.8,7.12,10.12,0.57
27.9,43.2,1612872000,1,260.35,1.1,6.17,42.92,2.5,8.24,10.75,0.31
27.9,43.2,1612875600,2,257.02,0.56,6,43.63,2.62,10.71,12.57,0.18
27.9,43.2,1612879200,2,260.35,0.31,5.66,46.49,2.71,12.66,14.46,0.16
27.9,43.2,1612882800,2,257.02,0.09,5.44,50.07,2.62,12.44,14.66,0.17
27.9,43.2,1612886400,1,250.34,0,5.27,57.22,2.53,9.91,12.29,0.21
27.9,43.2,1612890000,1,247,0,4.63,64.37,2.44,7.38,9.59,0.29
27.9,43.2,1612893600,1,240.33,0,3.86,71.53,2.74,7.58,9.75,0.27
27.9,43.2,1612897200,1,236.99,0,3.13,74.39,3.73,9.15,11.33,0.08
27.9,43.2,1612900800,1,236.99,0,3.13,72.96,3.99,9.34,11.85,0.07
27.9,43.2,1612904400,1,230.31,0,3.04,73.67,2.71,7.54,10.64,0.16
27.9,43.2,1612908000,1,226.97,0,2.83,77.25,1.71,5.41,8.46,0.21
27.9,43.2,1612911600,1,223.64,0,2.72,76.53,1.42,4.18,6.06,0.18
27.9,43.2,1612915200,1,220.3,0,2.66,72.96,1.36,4.02,5.28,0.16
27.9,43.2,1612918800,1,220.3,0,2.66,70.1,1.39,4.52,5.7,0.16
27.9,43.2,1612922400,1,226.97,0,2.68,68.67,1.49,5.27,6.98,0.19
27.9,43.2,1612926000,1,230.31,0,3,65.09,1.59,5.4,7.69,0.22
27.9,43.2,1612929600,1,236.99,0,3.81,59.37,1.83,4.74,6.75,0.24
27.9,43.2,1612933200,1,250.34,0,5.23,52.93,2.33,4.92,6.64,0.34
27.9,43.2,1612936800,1,270.37,0.04,7.54,47.21,2.8,5.56,7.27,0.46
27.9,43.2,1612940400,1,280.38,0.8,8.14,44.35,3.13,5.89,7.72,0.52
27.9,43.2,1612944000,1,280.38,1.79,7.03,45.42,3.55,5.95,7.83,0.63
27.9,43.2,1612947600,1,270.37,1.87,5.66,50.07,4.11,5.59,7.34,0.69
27.9,43.2,1612951200,1,260.35,1.45,4.67,57.94,4.35,4.99,6.46,0.61
27.9,43.2,1612954800,1,257.02,1.17,4.41,64.37,4.05,4.36,5.64,0.55
27.9,43.2,1612958400,1,250.34,0.96,4.58,65.8,3.55,4.01,5.33,0.54
27.9,43.2,1612962000,1,250.34,0.83,5.01,64.37,3.1,4.39,5.87,0.55
27.9,43.2,1612965600,1,250.34,0.71,5.57,61.51,2.62,5.63,7.48,0.52
27.9,43.2,1612969200,1,250.34,0.32,6.17,61.51,2.15,6.92,9,0.36
27.9,43.2,1612972800,1,243.66,0.01,5.74,64.37,1.97,6.78,8.65,0.23
27.9,43.2,1612976400,1,240.33,0,5.23,61.51,1.91,6.12,7.95,0.29
27.9,43.2,1612980000,1,247,0,5.74,55.08,1.94,5.82,7.76,0.41
27.9,43.2,1612983600,1,243.66,0,6,51.5,2.38,6.53,8.42,0.44
27.9,43.2,1612987200,1,243.66,0,5.57,55.08,3.22,7.95,9.85,0.38
27.9,43.2,1612990800,1,247,0,5.06,60.08,3.43,8.67,10.67,0.31
27.9,43.2,1612994400,1,243.66,0,4.5,62.94,2.71,8.08,10.02,0.25
27.9,43.2,1612998000,1,240.33,0,4.03,64.37,2.06,7.3,9.29,0.25
27.9,43.2,1613001600,1,233.65,0,3.51,64.37,1.91,7.26,9.56,0.23
27.9,43.2,1613005200,1,230.31,0,3.13,66.52,2.03,7.87,10.54,0.2
27.9,43.2,1613008800,1,230.31,0,2.83,70.81,2.24,8.67,11.99,0.16
27.9,43.2,1613012400,2,230.31,0,2.74,74.39,2.53,10.05,14.67,0.13
27.9,43.2,1613016000,2,230.31,0,2.79,75.1,2.83,11.79,17.77,0.13
27.9,43.2,1613019600,2,236.99,0,3.26,72.96,3.1,13.12,19.93,0.16
27.9,43.2,1613023200,2,240.33,0,3.94,70.1,3.16,13.06,20.38,0.19
27.9,43.2,1613026800,2,236.99,0.03,3.98,70.1,2.83,11.29,18.68,0.18
27.9,43.2,1613030400,1,230.31,0.08,3.6,71.53,2.38,8.9,16.2,0.23
27.9,43.2,1613034000,1,223.64,0.11,3.04,75.1,2.03,8.4,18.06,0.27
27.9,43.2,1613037600,2,220.3,0.09,2.61,78.68,1.71,10.81,26.02,0.3
27.9,43.2,1613041200,2,216.96,0.1,2.64,79.39,1.54,13.22,29.9,0.36
27.9,43.2,1613044800,2,213.62,0.1,2.66,80.11,1.37,14.61,31.89,0.43
27.9,43.2,1613048400,2,211.95,0.08,2.74,80.82,1.27,15.1,32.34,0.51
27.9,43.2,1613052000,3,210.29,0.05,2.83,80.82,1.22,17.53,38.92,0.56
27.9,43.2,1613055600,3,213.62,0.01,3.09,82.25,1.21,20.85,48.31,0.56
27.9,43.2,1613059200,3,216.96,0,3.34,82.97,1.1,21.63,43.02,0.58
27.9,43.2,1613062800,3,220.3,0,3.38,82.97,1.15,21.48,33.63,0.56
27.9,43.2,1613066400,2,223.64,0,3.26,82.97,1.18,19.94,26.88,0.49
27.9,43.2,1613070000,2,226.97,0,3.17,80.82,1.21,15.34,18.02,0.35
27.9,43.2,1613073600,1,247,0,4.71,65.8,1.83,7.96,8.6,0.27
27.9,43.2,1613077200,1,337.12,0,12.68,31.83,3.4,3.08,3.26,0.19
27.9,43.2,1613080800,1,353.81,0.01,14.57,25.39,5.01,1.27,1.36,0.17
27.9,43.2,1613084400,1,330.45,0,11.48,30.76,6.08,1.51,1.59,0.25
27.9,43.2,1613088000,1,317.1,0,9.17,35.76,7.09,2.72,2.8,0.27
27.9,43.2,1613091600,1,300.41,0,7.11,41.49,7.33,2.87,2.97,0.4
27.9,43.2,1613095200,1,290.39,0,5.48,47.21,6.86,2.58,2.7,0.59
27.9,43.2,1613098800,1,280.38,0,4.54,52.21,6.26,2.4,2.54,0.82
27.9,43.2,1613102400,1,273.71,0,4.16,55.08,5.9,2.36,2.58,1.24
27.9,43.2,1613106000,1,270.37,0,4.58,55.79,5.84,2.75,3.14,1.74
27.9,43.2,1613109600,1,270.37,0,5.18,55.79,6.08,2.9,3.42,2
27.9,43.2,1613113200,1,267.03,0.08,5.91,57.22,6.14,2.73,3.27,1.95
27.9,43.2,1613116800,1,267.03,0.49,6.26,57.94,6.2,2.44,2.98,1.87
27.9,43.2,1613120400,1,270.37,0.95,5.66,59.37,6.26,2.22,2.73,1.77
27.9,43.2,1613124000,1,273.71,1.12,5.18,60.8,6.26,2.16,2.63,1.65
27.9,43.2,1613127600,1,273.71,1.05,5.23,60.8,6.14,2.04,2.5,1.63
27.9,43.2,1613131200,1,273.71,0.91,5.57,60.08,6.02,1.98,2.44,1.62
27.9,43.2,1613134800,1,273.71,0.62,5.91,60.08,5.9,2.03,2.51,1.6
27.9,43.2,1613138400,1,273.71,0.33,5.91,61.51,5.6,2.23,2.71,1.5
27.9,43.2,1613142000,1,270.37,0.09,5.91,65.09,5.42,2.86,3.36,1.43
27.9,43.2,1613145600,1,270.37,0,5.83,67.95,5.66,3.59,4.12,1.39
27.9,43.2,1613149200,1,267.03,0,5.44,70.1,5.72,4,4.57,1.46
27.9,43.2,1613152800,1,263.69,0,4.97,72.96,5.42,3.75,4.33,1.68
27.9,43.2,1613156400,1,257.02,0,4.67,75.82,5.13,3.36,3.97,1.98
27.9,43.2,1613160000,1,257.02,0,4.54,77.25,4.89,3.1,3.79,2.28
27.9,43.2,1613163600,1,253.68,0,4.46,77.96,4.59,2.87,3.61,2.47
27.9,43.2,1613167200,1,257.02,0,4.54,77.25,4.35,2.78,3.51,2.69
27.9,43.2,1613170800,1,267.03,0,4.76,73.67,4.41,3.06,3.96,2.95
27.9,43.2,1613174400,1,273.71,0,4.67,70.1,4.11,3.18,4.44,3.2
27.9,43.2,1613178000,1,260.35,0,3.9,70.1,3.19,2.37,3.55,3.1
27.9,43.2,1613181600,1,250.34,0,3.09,73.67,2.41,1.53,2.35,2.69
27.9,43.2,1613185200,1,247,0,2.68,77.25,2.15,1.21,1.84,2.44
27.9,43.2,1613188800,1,247,0,2.74,77.96,2.21,1.32,1.98,2.44
27.9,43.2,1613192400,1,260.35,0,3.86,74.39,2.86,2.27,3.42,3.07
27.9,43.2,1613196000,1,277.04,0.07,5.66,71.53,3.43,3.26,4.83,3.61
27.9,43.2,1613199600,1,273.71,0.6,6.86,72.96,3.64,3.25,4.52,3.45
27.9,43.2,1613203200,1,273.71,1.37,6.26,73.67,3.99,3.58,4.74,3.42
27.9,43.2,1613206800,1,267.03,1.55,5.1,76.53,4.05,3.62,4.67,3.1
27.9,43.2,1613210400,2,253.68,1.16,3.51,83.69,3.46,2.95,3.67,2.31
27.9,43.2,1613214000,2,243.66,0.8,2.51,90.12,2.86,2.69,3.22,1.71
27.9,43.2,1613217600,2,240.33,0.61,2.12,92.98,2.53,2.89,3.37,1.47
27.9,43.2,1613221200,2,240.33,0.48,2.08,95.84,2.35,3.19,3.69,1.44
27.9,43.2,1613224800,2,240.33,0.36,2.4,95.84,2.24,3.45,4,1.54
27.9,43.2,1613228400,2,236.99,0.15,2.91,94.41,2.09,3.44,4.03,1.71
27.9,43.2,1613232000,2,240.33,0.01,3.3,92.98,2,3.4,4.07,1.95
27.9,43.2,1613235600,2,243.66,0,3.3,91.55,1.97,3.45,4.26,2.22
27.9,43.2,1613239200,2,247,0,3.17,90.84,1.91,3.46,4.41,2.34
27.9,43.2,1613242800,2,247,0,2.91,90.84,1.83,3.33,4.37,2.34
27.9,43.2,1613246400,2,247,0,2.83,90.84,1.82,3.29,4.41,2.34
27.9,43.2,1613250000,2,247,0,2.79,90.84,1.83,3.22,4.37,2.28
27.9,43.2,1613253600,2,247,0,2.72,90.84,1.83,3,4.09,2.22
27.9,43.2,1613257200,2,247,0,2.55,90.12,1.88,2.76,3.71,2.19
27.9,43.2,1613260800,2,247,0,2.42,89.41,2,2.53,3.33,2.28
27.9,43.2,1613264400,2,247,0,2.31,87.98,2.12,2.45,3.12,2.44
27.9,43.2,1613268000,2,247,0,2.23,87.26,2.06,2.42,3.02,2.66
27.9,43.2,1613271600,2,247,0,2.14,87.98,1.8,2.33,2.9,2.95
27.9,43.2,1613275200,2,247,0,2.04,88.69,1.57,2.16,2.69,2.82
27.9,43.2,1613278800,2,247,0,2.14,87.98,1.51,2.14,2.68,2.79
27.9,43.2,1613282400,2,247,0,2.49,86.55,1.52,2.14,2.74,2.91
27.9,43.2,1613286000,2,243.66,0.05,2.96,85.83,1.51,1.99,2.56,2.85
27.9,43.2,1613289600,2,243.66,0.16,3,85.83,1.49,1.78,2.25,2.5
27.9,43.2,1613293200,2,240.33,0.26,2.74,85.83,1.51,1.59,1.96,2.12
27.9,43.2,1613296800,2,240.33,0.31,2.4,85.83,1.46,1.41,1.72,1.81
27.9,43.2,1613300400,2,236.99,0.32,2.1,86.55,1.4,1.32,1.6,1.62
27.9,43.2,1613304000,2,236.99,0.33,2.1,86.55,1.36,1.54,1.86,1.84
27.9,43.2,1613307600,2,240.33,0.34,2.25,85.83,1.36,1.9,2.3,2.38
27.9,43.2,1613311200,2,243.66,0.24,2.91,84.4,1.51,2.55,3.12,3.45
27.9,43.2,1613314800,2,250.34,0.08,3.73,81.54,1.67,3.01,3.71,4.24
27.9,43.2,1613318400,1,253.68,0.01,4.2,79.39,1.77,3.3,4.12,4.37
27.9,43.2,1613322000,1,257.02,0,4.2,77.96,1.83,3.45,4.34,4.05
27.9,43.2,1613325600,1,257.02,0,4.07,76.53,1.79,3.31,4.26,3.8
27.9,43.2,1613329200,1,257.02,0,3.81,75.1,1.68,3.08,4.07,3.61
27.9,43.2,1613332800,1,253.68,0,3.68,73.67,1.62,2.91,3.93,3.45
27.9,43.2,1613336400,1,250.34,0,3.43,72.24,1.59,2.65,3.62,3.17
27.9,43.2,1613340000,1,247,0,3.09,71.53,1.58,2.4,3.25,2.82
27.9,43.2,1613343600,1,250.34,0,2.91,70.81,1.65,2.45,3.2,2.69
27.9,43.2,1613347200,1,253.68,0,3,68.67,1.74,2.73,3.42,2.79
27.9,43.2,1613350800,1,257.02,0,3.47,66.52,2,3.44,4.15,3.29
27.9,43.2,1613354400,1,260.35,0,3.68,66.52,2.18,3.84,4.67,3.96
27.9,43.2,1613358000,1,253.68,0,3.09,70.1,1.97,3.49,4.28,4.12
27.9,43.2,1613361600,1,247,0,2.61,72.96,1.94,3.07,3.71,3.45
27.9,43.2,1613365200,1,247,0,2.57,75.1,2.06,3,3.58,2.82
27.9,43.2,1613368800,1,247,0.02,2.96,76.53,2.18,3.12,3.74,2.53
27.9,43.2,1613372400,1,247,0.27,3.26,77.96,2.27,3.03,3.67,2.47
27.9,43.2,1613376000,1,243.66,0.53,2.7,79.39,2.18,2.72,3.35,2.44
27.9,43.2,1613379600,2,240.33,0.53,1.95,80.82,1.74,2.29,2.84,2.19
27.9,43.2,1613383200,2,226.97,0.35,1.19,85.12,1.07,1.45,1.83,1.5
27.9,43.2,1613386800,2,223.64,0.29,1.02,87.26,0.94,1.51,1.85,1.36
27.9,43.2,1613390400,2,230.31,0.28,1.09,88.69,1.12,2.27,2.65,1.54
27.9,43.2,1613394000,2,236.99,0.27,1.26,90.12,1.33,3.35,3.79,1.79
27.9,43.2,1613397600,2,243.66,0.23,1.65,88.69,1.49,4.22,4.72,2.12
27.9,43.2,1613401200,2,243.66,0.11,2.21,86.55,1.51,4.09,4.62,2.38
27.9,43.2,1613404800,2,247,0.01,3,83.69,1.55,3.64,4.22,2.44
27.9,43.2,1613408400,2,253.68,0,3.56,80.82,1.64,3.6,4.33,2.44
27.9,43.2,1613412000,1,260.35,0,3.98,79.39,1.8,3.97,4.89,2.47
27.9,43.2,1613415600,1,263.69,0,4.03,77.25,2.03,3.87,4.85,2.53
27.9,43.2,1613419200,1,263.69,0,3.9,73.67,2.15,3.27,4.15,2.31
27.9,43.2,1613422800,1,260.35,0,3.81,70.81,2.3,2.77,3.53,2.15
27.9,43.2,1613426400,1,253.68,0,3.47,70.81,2.44,2.72,3.29,1.92
27.9,43.2,1613430000,1,257.02,0,3.34,69.38,2.53,3.01,3.54,2
27.9,43.2,1613433600,1,260.35,0,3.51,67.23,2.74,3.63,4.19,2.28
27.9,43.2,1613437200,1,267.03,0,3.98,64.37,3.19,4.57,5.23,2.69
27.9,43.2,1613440800,1,273.71,0,4.2,62.94,3.58,5.31,6.04,3.01
27.9,43.2,1613444400,1,273.71,0,3.9,63.66,3.52,5.39,6.07,3.01
27.9,43.2,1613448000,1,267.03,0,3.51,65.8,3.07,4.98,5.58,3.01
27.9,43.2,1613451600,1,267.03,0,3.43,65.8,2.65,4.35,4.95,3.07
27.9,43.2,1613455200,1,263.69,0.03,3.64,66.52,2.27,3.61,4.24,3.07
27.9,43.2,1613458800,1,260.35,0.34,3.6,68.67,2,2.91,3.55,2.95
27.9,43.2,1613462400,1,253.68,0.67,3,71.53,1.76,2.56,3.25,2.95
27.9,43.2,1613466000,1,250.34,0.76,2.49,74.39,1.59,2.37,3.06,2.91
27.9,43.2,1613469600,2,236.99,0.55,1.76,83.69,1.18,1.7,2.21,2.19
27.9,43.2,1613473200,2,230.31,0.41,1.41,88.69,0.98,1.41,1.84,1.74
27.9,43.2,1613476800,2,230.31,0.34,1.27,90.84,0.89,1.39,1.82,1.63
27.9,43.2,1613480400,2,230.31,0.3,1.33,90.84,0.9,1.35,1.75,1.63
27.9,43.2,1613484000,2,233.65,0.26,1.69,90.12,1,1.32,1.71,1.69
27.9,43.2,1613487600,2,233.65,0.14,2.29,89.41,1.12,1.31,1.71,1.76
27.9,43.2,1613491200,2,236.99,0.01,2.66,89.41,1.18,1.43,1.88,1.79
27.9,43.2,1613494800,2,236.99,0,2.68,89.41,1.19,1.73,2.27,1.87
27.9,43.2,1613498400,2,240.33,0,2.57,89.41,1.13,1.91,2.54,2
27.9,43.2,1613502000,2,240.33,0,2.34,87.98,1.06,2,2.7,2.19
27.9,43.2,1613505600,2,243.66,0,2.36,85.83,1.12,2.26,3.05,2.44
27.9,43.2,1613509200,2,243.66,0,2.4,85.83,1.24,2.39,3.23,2.41
27.9,43.2,1613512800,2,240.33,0,2.46,85.83,1.48,2.26,3.04,2.22
27.9,43.2,1613516400,2,236.99,0,2.49,85.83,1.94,2.14,2.85,2.06
27.9,43.2,1613520000,2,236.99,0,2.46,86.55,2.35,2.02,2.67,1.93
27.9,43.2,1613523600,2,233.65,0,2.4,86.55,2.53,1.96,2.56,1.88
27.9,43.2,1613527200,2,233.65,0,2.31,87.26,2.56,1.96,2.54,1.82
27.9,43.2,1613530800,2,233.65,0,2.25,87.98,2.59,2.03,2.59,1.77
27.9,43.2,1613534400,2,233.65,0,2.25,87.26,2.62,2.19,2.77,1.76
27.9,43.2,1613538000,2,240.33,0,2.61,87.26,2.71,2.65,3.35,1.9
27.9,43.2,1613541600,2,250.34,0.03,3.26,87.26,2.71,3.15,4.03,2.09
27.9,43.2,1613545200,2,253.68,0.3,3.47,89.41,2.59,3.38,4.38,2.19
27.9,43.2,1613548800,2,260.35,0.66,3.3,90.12,2.59,3.74,4.89,2.41
27.9,43.2,1613552400,2,263.69,0.86,3.17,91.55,2.59,4.41,5.75,2.69
27.9,43.2,1613556000,2,260.35,0.94,3.17,95.84,2.62,5.08,6.45,2.72
27.9,43.2,1613559600,2,260.35,1.17,3.94,95.84,3.16,6.21,7.62,2.57
27.9,43.2,1613563200,2,260.35,1.4,4.88,95.84,3.61,7.38,8.88,2.28
27.9,43.2,1613566800,2,263.69,1.45,5.91,92.98,3.79,8.56,10.19,2.09
27.9,43.2,1613570400,2,267.03,1.09,6.43,91.55,3.58,9.28,11.01,1.93
27.9,43.2,1613574000,2,263.69,0.38,5.74,92.98,2.98,8.9,10.47,1.77
27.9,43.2,1613577600,2,260.35,0.02,4.67,92.98,2.59,8.77,10.16,1.73
27.9,43.2,1613581200,2,270.37,0,4.97,90.12,2.38,9.74,11.26,1.79
27.9,43.2,1613584800,2,277.04,0,5.83,85.12,2.18,10.47,12.13,1.74
27.9,43.2,1613588400,2,273.71,0,5.91,82.25,2.06,10.32,12.18,1.63
27.9,43.2,1613592000,2,283.72,0,7.97,76.53,2.27,10.95,13.37,1.55
27.9,43.2,1613595600,2,290.39,0,11.82,69.38,2.74,12.63,15.57,1.36
27.9,43.2,1613599200,2,283.72,0,13.71,67.95,3.07,14.02,16.96,1.11
27.9,43.2,1613602800,2,277.04,0,12.68,70.1,3.16,14.24,16.83,0.94
27.9,43.2,1613606400,2,270.37,0,10.88,72.96,3.22,13.95,16.2,0.96
27.9,43.2,1613610000,2,270.37,0,9.43,74.39,3.34,13.51,15.49,1.08
27.9,43.2,1613613600,2,270.37,0,8.23,75.82,3.25,12.87,14.49,1.09
27.9,43.2,1613617200,2,270.37,0,7.28,75.82,3.19,12.23,13.49,1.08
27.9,43.2,1613620800,2,277.04,0,7.03,76.53,3.55,11.91,12.84,0.96
27.9,43.2,1613624400,2,297.07,0,8.14,72.96,4.35,12.92,13.84,0.93
27.9,43.2,1613628000,2,323.77,0.01,10.54,67.23,5.19,14.32,15.44,0.99
27.9,43.2,1613631600,2,337.12,0.15,12.34,60.8,5.48,14.7,16.03,1.03
27.9,43.2,1613635200,2,330.45,0.49,10.8,57.94,4.89,12.31,13.63,0.85
27.9,43.2,1613638800,1,293.73,0.52,6.43,65.8,3.87,8.87,9.81,0.6
27.9,43.2,1613642400,2,267.03,0.35,3.34,80.11,2.65,6.73,7.28,0.59
27.9,43.2,1613646000,2,273.71,0.39,2.87,83.69,2.27,4.94,5.48,0.7
27.9,43.2,1613649600,2,270.37,0.37,2.4,86.55,2.38,4.44,4.96,0.76
27.9,43.2,1613653200,2,263.69,0.27,1.95,87.98,2.71,3.82,4.28,0.79
27.9,43.2,1613656800,2,257.02,0.17,2.12,87.98,3.04,3.04,3.47,0.83
27.9,43.2,1613660400,2,260.35,0.06,2.66,85.83,3.25,2.46,2.91,0.89
27.9,43.2,1613664000,1,290.39,0.01,6.51,75.1,3.31,3.47,4.31,1.14
27.9,43.2,1613667600,1,337.12,0,10.37,62.94,3.4,6,7.62,1.35
27.9,43.2,1613671200,1,380.52,0,12,55.08,3.76,8.49,10.85,1.39
27.9,43.2,1613674800,1,387.19,0,12,52.21,3.87,9.24,11.8,1.28
27.9,43.2,1613678400,1,363.83,0,10.2,51.5,3.31,8.49,10.71,1.14
27.9,43.2,1613682000,1,330.45,0,7.8,53.64,2.86,7.25,8.9,1.19
27.9,43.2,1613685600,1,290.39,0,3.47,67.95,2.98,4.99,5.94,1.38
27.9,43.2,1613689200,1,280.38,0,2.7,71.53,2.35,4.77,5.54,1.28
27.9,43.2,1613692800,1,283.72,0,2.59,69.38,2.24,5.77,6.53,1.63
27.9,43.2,1613696400,1,287.06,0,2.68,65.09,2.21,6.93,7.72,2.15
27.9,43.2,1613700000,1,283.72,0,2.61,65.09,2.15,7.09,7.87,2.69
27.9,43.2,1613703600,1,273.71,0,2.38,67.95,2.06,6.31,7,3.07
27.9,43.2,1613707200,1,260.35,0,2.1,74.39,1.86,4.69,5.25,2.88
27.9,43.2,1613710800,2,250.34,0,2.04,82.97,1.83,3.22,3.71,2.5
27.9,43.2,1613714400,2,247,0.01,2.29,88.69,2.09,2.45,2.93,2.22
27.9,43.2,1613718000,2,243.66,0.07,2.66,92.98,2.83,2.14,2.6,1.96
27.9,43.2,1613721600,2,243.66,0.17,2.91,92.98,3.99,2.17,2.62,1.85
27.9,43.2,1613725200,2,243.66,0.3,3,92.98,4.83,2.33,2.8,1.81
27.9,43.2,1613728800,2,243.66,0.45,3,92.98,5.25,2.56,3.04,1.77
27.9,43.2,1613732400,2,243.66,0.52,3.09,92.98,5.48,2.88,3.36,1.76
27.9,43.2,1613736000,2,243.66,0.57,3.26,92.98,5.9,3.46,3.94,1.76
27.9,43.2,1613739600,2,247,0.57,3.6,91.55,6.08,4.08,4.59,1.73
27.9,43.2,1613743200,2,250.34,0.5,3.98,90.84,6.2,4.58,5.09,1.62
27.9,43.2,1613746800,2,250.34,0.23,4.11,92.98,5.78,4.59,5.07,1.36
27.9,43.2,1613750400,2,250.34,0.02,4.24,92.98,5.13,4.35,4.82,1.09
27.9,43.2,1613754000,2,253.68,0,4.33,94.41,4.77,4.39,4.93,0.93
27.9,43.2,1613757600,2,257.02,0,4.24,94.41,4.59,4.58,5.2,0.86
27.9,43.2,1613761200,2,257.02,0,4.03,94.41,4.41,4.61,5.25,0.81
27.9,43.2,1613764800,2,257.02,0,4.16,92.98,4.47,4.77,5.47,0.79
27.9,43.2,1613768400,2,257.02,0,4.37,90.12,4.47,4.85,5.59,0.74
27.9,43.2,1613772000,2,253.68,0,4.03,87.98,4.17,4.48,5.12,0.66
27.9,43.2,1613775600,2,250.34,0,3.3,86.55,3.82,4.06,4.51,0.5
27.9,43.2,1613779200,2,253.68,0,2.57,85.83,3.52,3.94,4.27,0.38
27.9,43.2,1613782800,2,253.68,0,1.63,87.26,3.1,3.9,4.17,0.34
27.9,43.2,1613786400,2,253.68,0,1.71,86.55,2.95,3.92,4.23,0.43
27.9,43.2,1613790000,2,250.34,0,1.91,84.4,2.83,4.23,4.6,0.57
27.9,43.2,1613793600,2,250.34,0,2.16,81.54,2.71,4.9,5.3,0.63
27.9,43.2,1613797200,1,257.02,0,2.36,79.39,2.59,5.55,5.98,0.58
27.9,43.2,1613800800,1,260.35,0,2.36,79.39,2.44,5.52,5.96,0.47
27.9,43.2,1613804400,2,260.35,0.01,1.91,81.54,2.27,4.8,5.21,0.38
27.9,43.2,1613808000,2,257.02,0.02,1.61,83.69,2.21,4.17,4.71,0.37
27.9,43.2,1613811600,2,257.02,0.03,1.44,84.4,2.18,3.84,4.64,0.38
27.9,43.2,1613815200,2,253.68,0.03,1.37,84.4,2.15,3.68,4.72,0.4
27.9,43.2,1613818800,2,253.68,0.03,1.46,85.12,2.15,3.57,4.8,0.37
27.9,43.2,1613822400,2,250.34,0.03,1.46,87.26,2.03,3.16,4.37,0.34
27.9,43.2,1613826000,2,250.34,0.02,1.41,88.69,1.88,2.77,3.83,0.32
27.9,43.2,1613829600,2,250.34,0.01,1.41,90.84,1.85,2.56,3.51,0.32
27.9,43.2,1613833200,2,250.34,0,1.46,92.98,1.94,2.46,3.26,0.34
