coord_lon,coord_lat,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
27.9,43.2,1676689200,2,273.7,0,3.68,85.12,4.17,21.44,22.83,0.85
27.9,43.2,1676692800,2,270.37,0,3.51,85.83,4.47,20.64,22,0.97
27.9,43.2,1676696400,2,270.37,0,3.9,85.83,4.53,19.53,20.94,1.06
27.9,43.2,1676700000,2,273.7,0,4.67,84.4,4.11,17.63,19.14,1.2
27.9,43.2,1676703600,2,270.37,0.03,4.97,83.68,3.46,15.02,16.56,1.2
27.9,43.2,1676707200,2,267.03,0.1,4.93,82.25,3.13,12.88,14.47,1.16
27.9,43.2,1676710800,2,263.69,0.19,4.88,80.82,3.01,11.3,12.91,1.12
27.9,43.2,1676714400,2,257.02,0.25,4.54,82.25,2.92,9.99,11.51,1.03
27.9,43.2,1676718000,2,247,0.23,4.03,87.26,2.77,8.43,9.69,0.93
27.9,43.2,1676721600,2,243.66,0.2,3.73,90.12,2.59,7,8.04,0.93
27.9,43.2,1676725200,2,236.99,0.2,3.3,91.55,2.41,5.88,6.72,0.96
27.9,43.2,1676728800,2,236.99,0.11,3.38,91.55,2.26,5.41,6.15,1.03
27.9,43.2,1676732400,2,236.99,0.04,3.73,90.12,2.24,5.3,6,1.09
27.9,43.2,1676736000,2,240.33,0,3.94,88.69,2.32,5.32,6.03,1.16
27.9,43.2,1676739600,2,243.66,0,3.86,87.98,2.53,5.4,6.17,1.17
27.9,43.2,1676743200,2,247,0,3.68,86.55,2.71,5.59,6.41,1.19
27.9,43.2,1676746800,2,250.34,0,3.73,85.83,2.89,5.99,6.88,1.22
27.9,43.2,1676750400,2,253.68,0,3.94,83.68,3.04,6.35,7.32,1.25
27.9,43.2,1676754000,2,257.02,0,3.98,82.25,2.98,6.43,7.4,1.23
27.9,43.2,1676757600,2,250.34,0,3.9,80.11,2.74,6.1,6.98,1.11
27.9,43.2,1676761200,2,247,0,3.73,77.96,2.59,5.86,6.65,0.98
27.9,43.2,1676764800,2,243.66,0,3.43,77.25,2.44,5.77,6.51,0.88
27.9,43.2,1676768400,2,240.33,0,3.08,76.53,2.18,5.45,6.13,0.83
27.9,43.2,1676772000,2,236.99,0,2.96,76.53,1.91,4.87,5.51,0.86
27.9,43.2,1676775600,2,233.65,0,2.91,75.82,1.73,4.06,4.67,0.86
27.9,43.2,1676779200,2,233.65,0,3.04,76.53,1.71,3.48,4.07,0.87
27.9,43.2,1676782800,2,240.33,0,3.6,75.82,1.8,3.46,4.16,0.97
27.9,43.2,1676786400,2,247,0.01,4.41,75.82,1.79,3.93,4.8,1.03
27.9,43.2,1676790000,2,250.34,0.35,4.37,77.96,2.06,6.17,7.19,0.98
27.9,43.2,1676793600,2,257.02,0.63,3.81,80.11,3.49,10.76,12.01,0.93
27.9,43.2,1676797200,2,263.69,0.61,2.96,83.68,3.78,12.66,13.97,1.12
27.9,43.2,1676800800,2,260.35,0.39,2.33,89.41,2.8,10.49,11.56,1.3
27.9,43.2,1676804400,2,257.02,0.31,2.12,91.55,2.32,8.74,9.63,1.3
27.9,43.2,1676808000,2,257.02,0.27,2.25,92.98,2.38,8.73,9.63,1.33
27.9,43.2,1676811600,2,253.68,0.21,2.61,92.98,2.41,8.39,9.3,1.3
27.9,43.2,1676815200,2,253.68,0.16,3.51,90.84,2.56,8.11,9.06,1.3
27.9,43.2,1676818800,2,253.68,0.05,4.76,87.98,2.65,7.7,8.67,1.3
27.9,43.2,1676822400,2,260.35,0,6.08,84.4,2.8,7.36,8.4,1.35
27.9,43.2,1676826000,2,270.37,0,7.2,78.68,2.98,7.38,8.63,1.42
27.9,43.2,1676829600,2,273.7,0,7.45,73.67,2.89,7.3,8.76,1.42
27.9,43.2,1676833200,2,273.7,0,6.85,70.81,2.62,6.85,8.39,1.28
27.9,43.2,1676836800,2,270.37,0,6.17,69.38,2.44,6.33,7.8,1.17
27.9,43.2,1676840400,2,260.35,0,5.27,70.1,2.15,5.76,7.02,1.08
27.9,43.2,1676844000,2,247,0,4.07,75.1,1.83,5.78,6.69,1.01
27.9,43.2,1676847600,2,247,0,3.26,80.82,2,6.69,7.35,1.01
27.9,43.2,1676851200,2,243.66,0,2.66,85.83,2.41,7.1,7.66,1.01
27.9,43.2,1676854800,2,247,0,2.18,85.83,2.83,6.85,7.41,1.06
27.9,43.2,1676858400,2,250.34,0,2.06,83.68,3.1,6.52,7.19,1.16
27.9,43.2,1676862000,2,250.34,0,2.03,82.25,2.83,5.76,6.45,1.23
27.9,43.2,1676865600,2,253.68,0,2.36,77.96,2.5,5.69,6.45,1.49
27.9,43.2,1676869200,2,270.37,0,3.13,73.67,2.29,6.7,7.73,1.84
27.9,43.2,1676872800,2,290.39,0.01,4.11,70.1,2,7.54,8.85,1.84
27.9,43.2,1676876400,2,293.73,0.04,4.16,69.38,1.4,5.03,5.97,1.17
27.9,43.2,1676880000,2,283.72,0.13,3.98,63.66,1.21,2.74,3.34,0.77
27.9,43.2,1676883600,2,273.7,0.22,3.98,62.94,1.24,2.05,2.58,0.65
27.9,43.2,1676887200,2,267.03,0.31,4.03,65.09,1.31,1.93,2.49,0.7
27.9,43.2,1676890800,2,260.35,0.39,4.11,65.8,1.39,1.91,2.52,0.82
27.9,43.2,1676894400,2,257.02,0.43,3.98,66.52,1.43,1.95,2.59,0.97
27.9,43.2,1676898000,2,257.02,0.57,4.58,67.23,1.86,2.39,3.2,1.22
27.9,43.2,1676901600,2,270.37,0.5,6.94,64.37,2.5,3.06,4.27,1.41
27.9,43.2,1676905200,2,273.7,0.22,9.17,60.8,2.83,3,4.53,1.19
27.9,43.2,1676908800,1,280.38,0.02,10.11,58.65,2.68,2.92,4.51,0.87
27.9,43.2,1676912400,1,293.73,0,10.11,55.07,2.41,3.53,5.29,0.75
27.9,43.2,1676916000,1,307.08,0,9.08,50.78,2.18,4.19,6.23,0.63
27.9,43.2,1676919600,1,310.42,0,7.8,47.92,1.94,4.57,6.66,0.49
27.9,43.2,1676923200,1,313.76,0,7.71,45.42,1.94,5.1,7.17,0.46
27.9,43.2,1676926800,1,310.42,0,8.57,43.63,1.91,5.41,7.39,0.44
27.9,43.2,1676930400,1,290.39,0,7.71,50.07,1.7,5,6.58,0.42
27.9,43.2,1676934000,2,270.37,0,5.57,61.51,1.76,4.41,5.65,0.5
27.9,43.2,1676937600,2,250.34,0,4.07,70.81,2,3.59,4.59,0.7
27.9,43.2,1676941200,2,240.33,0,3.43,70.81,2.21,2.75,3.51,0.89
27.9,43.2,1676944800,2,240.33,0,3.38,65.09,2.47,2.79,3.45,0.86
27.9,43.2,1676948400,2,236.99,0,3.08,64.37,2.89,3.02,3.61,0.72
27.9,43.2,1676952000,2,236.99,0,2.96,67.95,3.16,3.14,3.69,0.6
27.9,43.2,1676955600,2,240.33,0,3.43,72.96,3.16,3.18,3.81,0.63
27.9,43.2,1676959200,2,247,0.07,4.46,76.53,2.95,3.05,3.81,0.7
27.9,43.2,1676962800,2,247,0.39,4.5,80.82,2.77,2.86,3.74,0.72
27.9,43.2,1676966400,2,243.66,0.6,3.6,83.68,2.56,2.66,3.61,0.7
27.9,43.2,1676970000,2,243.66,0.61,2.83,85.12,2.26,2.62,3.6,0.66
27.9,43.2,1676973600,2,236.99,0.52,2.33,87.98,2.12,2.96,3.83,0.58
27.9,43.2,1676977200,2,233.65,0.45,2.16,92.98,2.44,3.5,4.2,0.54
27.9,43.2,1676980800,2,226.97,0.39,2.06,97.27,2.59,3.63,4.2,0.51
27.9,43.2,1676984400,3,223.64,0.3,2.01,100.14,2.41,3.39,3.91,0.54
27.9,43.2,1676988000,3,226.97,0.24,2.46,100.14,2.62,3.57,4.12,0.59
27.9,43.2,1676991600,3,226.97,0.1,3.21,100.14,2.92,3.67,4.26,0.67
27.9,43.2,1676995200,2,230.31,0,3.6,98.71,3.22,3.86,4.52,0.78
27.9,43.2,1676998800,2,233.65,0,3.64,98.71,3.46,4.17,4.93,0.89
27.9,43.2,1677002400,2,236.99,0,3.6,95.84,3.73,4.67,5.54,1.01
27.9,43.2,1677006000,2,243.66,0,3.81,94.41,4.23,5.53,6.56,1.16
27.9,43.2,1677009600,2,250.34,0,4.2,90.84,4.71,6.42,7.67,1.31
27.9,43.2,1677013200,2,250.34,0,4.37,87.98,4.89,6.98,8.37,1.39
27.9,43.2,1677016800,2,247,0,4.41,85.12,4.65,7.09,8.44,1.39
27.9,43.2,1677020400,2,247,0,4.41,82.25,4.35,7.35,8.66,1.41
27.9,43.2,1677024000,2,250.34,0,4.46,79.39,4.05,7.91,9.28,1.46
27.9,43.2,1677027600,2,257.02,0,4.71,74.39,3.58,8.69,10.18,1.39
27.9,43.2,1677031200,2,263.69,0,5.31,66.52,3.16,9.56,11.23,1.27
27.9,43.2,1677034800,2,270.37,0,6,60.8,3.13,10.35,12.19,1.16
27.9,43.2,1677038400,2,293.73,0,7.45,51.5,2.92,11.87,14.09,1.04
27.9,43.2,1677042000,2,353.81,0.01,11.14,41.84,3.64,15.81,19.02,1.39
27.9,43.2,1677045600,2,440.6,0.47,16.62,33.26,4.95,20.88,25.4,2.06
27.9,43.2,1677049200,2,507.35,3.69,17.65,29.68,6.44,24.9,30.47,2.69
27.9,43.2,1677052800,3,534.06,6.93,15.25,28.97,6.85,27.03,33.42,2.91
27.9,43.2,1677056400,3,514.03,7.71,13.02,30.04,6.2,26.74,33.3,2.75
27.9,43.2,1677060000,3,487.33,6.93,12.17,31.11,5.25,25.97,32.24,2.34
27.9,43.2,1677063600,2,417.23,5.09,10.62,30.76,3.46,22.55,27.49,1.35
27.9,43.2,1677067200,2,333.79,2.04,8.05,39.7,2.15,16.44,19.76,0.68
27.9,43.2,1677070800,2,270.37,0.38,4.54,62.94,2,11.94,14.46,0.53
27.9,43.2,1677074400,2,270.37,0.34,4.24,66.52,1.89,12.84,15.48,0.52
27.9,43.2,1677078000,2,273.7,0.19,4.37,66.52,1.79,11.9,14.03,0.57
27.9,43.2,1677081600,2,263.69,0.02,4.63,62.94,1.82,8.86,10.35,0.42
27.9,43.2,1677085200,1,260.35,0,5.23,58.65,2.06,6.59,7.8,0.32
27.9,43.2,1677088800,1,260.35,0,5.83,55.79,2.29,5.51,6.66,0.31
27.9,43.2,1677092400,1,260.35,0,5.83,55.07,2.38,4.69,5.79,0.29
27.9,43.2,1677096000,1,257.02,0,5.57,55.07,2.38,4.06,5.1,0.28
27.9,43.2,1677099600,1,250.34,0,5.4,55.79,2.35,3.52,4.48,0.24
27.9,43.2,1677103200,1,243.66,0,5.23,55.79,2.32,2.96,3.79,0.17
27.9,43.2,1677106800,1,236.99,0,4.93,56.51,2.29,2.65,3.39,0.15
27.9,43.2,1677110400,1,236.99,0,4.67,57.22,2.26,2.53,3.24,0.14
27.9,43.2,1677286800,1,267.03,0,6.68,42.56,1.82,8.16,11.47,0.33
27.9,43.2,1677290400,1,273.7,0,6.51,44.35,1.73,9.6,12.42,0.43
27.9,43.2,1677294000,2,277.04,0,6.17,45.78,1.65,11.82,14.15,0.47
27.9,43.2,1677297600,2,277.04,0,6,46.49,1.67,14.25,16.28,0.44
27.9,43.2,1677301200,2,287.06,0,6.51,47.92,1.79,16.15,18.18,0.44
27.9,43.2,1677304800,2,290.39,0.13,6.94,51.5,1.8,16.01,18.08,0.44
27.9,43.2,1677308400,2,277.04,0.64,5.14,56.51,1.59,14.65,16.55,0.37
27.9,43.2,1677312000,2,270.37,0.89,3.77,61.51,1.55,15.55,17.4,0.3
27.9,43.2,1677315600,2,267.03,0.84,2.96,66.52,1.53,18.94,20.76,0.23
27.9,43.2,1677319200,2,260.35,0.61,2.29,75.1,1.89,23.79,25.5,0.04
27.9,43.2,1677322800,3,253.68,0.48,1.99,82.97,2.56,27.45,29.23,0
27.9,43.2,1677326400,2,243.66,0.42,1.86,85.83,3.04,23.37,25.37,0
27.9,43.2,1677330000,2,233.65,0.25,1.95,85.12,3.25,16.77,19.17,0
27.9,43.2,1677333600,2,230.31,0.14,1.97,85.83,2.71,12.64,15.4,0
27.9,43.2,1677337200,2,230.31,0.05,2.23,85.83,1.89,10.33,12.73,0
27.9,43.2,1677340800,2,230.31,0,2.44,86.55,1.48,10.09,12.28,0
27.9,43.2,1677344400,2,233.65,0,2.36,87.98,1.31,11.1,13.54,0
27.9,43.2,1677348000,2,236.99,0,2.16,91.55,1.22,12.25,15.48,0
27.9,43.2,1677351600,2,240.33,0,1.95,95.84,1.13,11.89,16.13,0.07
27.9,43.2,1677355200,2,240.33,0,1.82,97.27,1.09,10.84,15.81,0.19
27.9,43.2,1677358800,2,240.33,0,1.69,95.84,1.04,9.7,15.25,0.18
27.9,43.2,1677362400,2,236.99,0,1.48,95.84,0.98,9.43,15.28,0.09
27.9,43.2,1677366000,2,236.99,0,1.34,95.84,1.04,10.07,16.38,0.01
27.9,43.2,1677369600,2,236.99,0,1.27,95.84,1.22,12.5,19.23,0
27.9,43.2,1677373200,2,233.65,0,1.21,95.84,1.37,16.39,23.2,0
27.9,43.2,1677376800,2,230.31,0,1.17,92.98,1.39,18.98,26.06,0
27.9,43.2,1677380400,2,226.97,0,1.16,91.55,1.34,20.08,27.94,0
27.9,43.2,1677384000,2,226.97,0,1.21,90.84,1.3,20.64,29.29,0
27.9,43.2,1677387600,2,226.97,0,1.41,90.84,1.31,20.1,29.24,0
27.9,43.2,1677391200,2,226.97,0,1.71,91.55,1.33,18.34,27.21,0
27.9,43.2,1677394800,2,226.97,0.03,1.84,92.98,1.3,16.77,25.4,0
27.9,43.2,1677398400,2,223.64,0.06,1.86,92.98,1.22,15.01,22.22,0
27.9,43.2,1677402000,2,223.64,0.11,1.8,91.55,1.1,13.62,19.67,0
27.9,43.2,1677405600,2,220.3,0.12,1.71,90.12,1.04,12.19,17.24,0
27.9,43.2,1677409200,2,220.3,0.12,1.65,88.69,1.07,10.71,15.02,0
27.9,43.2,1677412800,2,216.96,0.14,1.61,87.26,1.1,9.76,13.84,0
27.9,43.2,1677416400,2,216.96,0.14,1.67,85.83,1.13,8.61,12.2,0
27.9,43.2,1677420000,2,220.3,0.09,1.86,86.55,1.1,7.78,11.5,0.05
27.9,43.2,1677423600,2,220.3,0.04,2.16,87.26,1.09,7.18,10.88,0.13
27.9,43.2,1677427200,2,220.3,0,2.4,89.41,1.09,7,10.56,0.24
27.9,43.2,1677430800,2,223.64,0,2.31,91.55,1.06,6.55,9.75,0.34
27.9,43.2,1677434400,2,226.97,0,2.21,92.98,1.03,6.12,9.35,0.45
27.9,43.2,1677438000,2,226.97,0,2.1,91.55,0.97,5.21,8.07,0.61
27.9,43.2,1677441600,2,226.97,0,1.97,89.41,0.88,4.51,7.52,0.78
27.9,43.2,1677445200,2,223.64,0,1.71,90.84,0.72,4.7,8.9,0.82
27.9,43.2,1677448800,2,223.64,0,1.48,92.98,0.63,5.49,11.57,0.82
27.9,43.2,1677452400,2,223.64,0,1.61,91.55,0.83,6.01,12.8,0.93
27.9,43.2,1677456000,2,223.64,0,1.93,88.69,1.28,6.34,13.24,1.09
27.9,43.2,1677459600,2,226.97,0,2.46,84.4,1.76,6.3,11.25,0.97
27.9,43.2,1677463200,2,226.97,0,2.91,78.68,2.06,6.34,9.95,0.8
27.9,43.2,1677466800,2,230.31,0,3.21,74.39,2.21,6.22,8.5,0.57
27.9,43.2,1677470400,2,233.65,0,3.34,71.53,2.53,6.17,7.92,0.48
27.9,43.2,1677474000,2,236.99,0,3.34,72.24,2.62,5.99,7.99,0.56
27.9,43.2,1677477600,2,236.99,0,3.34,74.39,2.21,5.23,7.16,0.59
27.9,43.2,1677481200,2,233.65,0.05,3.26,77.25,1.7,4.37,6.22,0.52
27.9,43.2,1677484800,2,230.31,0.16,3.13,79.39,1.45,4.36,6.98,0.52
27.9,43.2,1677488400,2,230.31,0.28,2.83,80.82,1.34,5.04,9.31,0.54
27.9,43.2,1677492000,2,233.65,0.32,3.04,80.11,1.36,5.63,9.98,0.48
27.9,43.2,1677495600,2,243.66,0.34,4.24,76.53,1.67,6.04,9.43,0.48
27.9,43.2,1677499200,2,260.35,0.32,6.6,70.81,2.32,6.41,9.1,0.62
27.9,43.2,1677502800,1,310.42,0.41,11.65,57.94,3.4,7.67,10.58,1.14
27.9,43.2,1677506400,1,370.5,0.45,17.65,43.27,4.71,9.98,14.09,1.73
27.9,43.2,1677510000,2,403.88,0.27,22.96,34.69,6.02,11.71,17.03,2.18
27.9,43.2,1677513600,2,423.91,0.06,27.42,30.4,7.21,12.99,18.61,2.31
27.9,43.2,1677517200,2,417.23,0.02,25.7,29.68,6.38,13.35,18.39,1.68
27.9,43.2,1677520800,2,363.83,0.01,18.85,33.62,4.11,11.51,15.3,0.84
27.9,43.2,1677524400,1,283.72,0,10.8,44.7,2.44,7.5,9.69,0.38
27.9,43.2,1677528000,1,280.38,0,7.71,47.92,1.73,6.19,8.03,0.5
27.9,43.2,1677531600,1,297.07,0,7.11,45.78,1.52,5.82,7.68,0.67
27.9,43.2,1677535200,1,300.41,0,7.11,41.84,1.46,6.92,8.59,0.72
27.9,43.2,1677538800,1,297.07,0,6.85,42.2,1.48,6.75,8.11,0.63
27.9,43.2,1677542400,1,300.41,0,6.51,42.2,1.51,6.28,7.3,0.55
27.9,43.2,1677546000,1,297.07,0,5.91,41.84,1.46,5.69,6.61,0.57
27.9,43.2,1677549600,1,293.73,0,5.23,41.13,1.42,5.37,6.22,0.58
27.9,43.2,1677553200,1,293.73,0,4.8,39.7,1.4,5.18,5.97,0.6
27.9,43.2,1677556800,1,290.39,0,4.41,38.98,1.42,4.96,5.64,0.59
27.9,43.2,1677560400,1,290.39,0,4.24,38.62,1.51,4.64,5.21,0.55
27.9,43.2,1677564000,1,290.39,0.01,4.37,37.91,1.55,4.37,4.83,0.48
27.9,43.2,1677567600,1,290.39,0.05,4.28,38.27,1.48,3.74,4.07,0.38
27.9,43.2,1677571200,1,287.06,0.11,4.03,40.05,1.39,3.13,3.42,0.34
27.9,43.2,1677574800,1,283.72,0.15,3.81,41.13,1.33,2.97,3.28,0.32
27.9,43.2,1677578400,1,283.72,0.23,3.68,41.13,1.34,3.27,3.62,0.33
27.9,43.2,1677582000,1,283.72,0.24,3.51,38.98,1.33,3.65,3.97,0.35
27.9,43.2,1677585600,1,283.72,0.25,3.38,36.84,1.28,3.9,4.16,0.34
27.9,43.2,1677589200,1,283.72,0.22,3.34,37.55,1.3,3.64,3.86,0.34
27.9,43.2,1677592800,1,280.38,0.09,3.26,41.48,1.31,3.08,3.3,0.33
27.9,43.2,1677596400,1,277.04,0.03,3.08,46.49,1.31,2.61,2.85,0.31
27.9,43.2,1677600000,1,270.37,0,2.87,50.78,1.31,2.3,2.54,0.28
27.9,43.2,1677603600,1,270.37,0,2.68,53.64,1.36,2.13,2.38,0.28
27.9,43.2,1677607200,1,267.03,0,2.48,56.51,1.4,2.22,2.47,0.26
27.9,43.2,1677610800,1,267.03,0,2.25,58.65,1.39,2.26,2.52,0.23
27.9,43.2,1677614400,2,263.69,0,2.14,60.08,1.39,2.33,2.62,0.24
27.9,43.2,1677618000,2,263.69,0,2.1,61.51,1.4,2.35,2.67,0.26
27.9,43.2,1677621600,2,260.35,0,2.1,62.94,1.43,2.32,2.6,0.25
27.9,43.2,1677625200,2,257.02,0,2.1,64.37,1.55,2.42,2.67,0.22
27.9,43.2,1677628800,2,257.02,0,2.12,64.37,1.65,2.59,2.83,0.21
27.9,43.2,1677632400,2,253.68,0,2.06,65.09,1.64,2.68,2.91,0.19
27.9,43.2,1677636000,2,250.34,0,1.82,67.23,1.42,2.66,2.84,0.17
27.9,43.2,1677639600,2,247,0,1.54,70.1,1.12,2.47,2.6,0.15
27.9,43.2,1677643200,2,247,0,1.46,72.96,0.97,2.05,2.17,0.16
27.9,43.2,1677646800,2,247,0,1.59,74.39,1,1.9,2.04,0.21
27.9,43.2,1677650400,2,250.34,0,1.76,74.39,1.04,1.99,2.16,0.23
27.9,43.2,1677654000,2,253.68,0.01,1.74,75.1,1.06,2.09,2.26,0.22
27.9,43.2,1677657600,2,253.68,0.03,1.69,75.1,1.1,2.29,2.47,0.25
27.9,43.2,1677661200,2,253.68,0.05,1.67,72.96,1.18,2.62,2.82,0.33
27.9,43.2,1677664800,2,253.68,0.06,1.76,70.81,1.3,3.08,3.31,0.46
27.9,43.2,1677668400,2,253.68,0.07,1.91,68.66,1.51,3.91,4.17,0.5
27.9,43.2,1677672000,2,253.68,0.07,2.12,67.23,1.91,4.67,4.96,0.54
27.9,43.2,1677675600,2,257.02,0.09,2.96,65.8,2.41,5.13,5.49,0.61
27.9,43.2,1677679200,2,257.02,0.07,3.81,64.37,2.62,5.07,5.49,0.67
27.9,43.2,1677682800,2,257.02,0.03,4.37,65.09,2.53,4.66,5.14,0.74
27.9,43.2,1677686400,2,257.02,0,4.41,66.52,2.35,4.4,4.93,0.81
27.9,43.2,1677690000,2,260.35,0,4.5,67.23,2.41,4.68,5.3,0.87
27.9,43.2,1677693600,2,263.69,0,4.58,67.23,2.59,5.16,5.85,0.94
27.9,43.2,1677697200,2,267.03,0,4.54,65.8,2.71,5.73,6.47,0.99
27.9,43.2,1677700800,2,273.7,0,5.18,62.94,2.95,6.7,7.58,1.08
27.9,43.2,1677704400,2,280.38,0,6.08,60.08,3.04,7.62,8.62,1.14
27.9,43.2,1677708000,1,280.38,0,6.68,56.51,2.95,7.96,8.97,1.12
27.9,43.2,1677711600,1,273.7,0,6.17,56.51,2.68,8.09,9.05,1.14
27.9,43.2,1677715200,1,270.37,0,4.97,59.37,2.29,8.21,9.06,1.2
27.9,43.2,1677718800,2,267.03,0,3.38,65.09,1.67,8.11,8.79,1.27
27.9,43.2,1677722400,2,270.37,0,2.96,67.23,1.51,8.54,9.18,1.22
27.9,43.2,1677726000,2,273.7,0,2.96,67.95,1.49,9.23,9.88,1.25
27.9,43.2,1677729600,2,280.38,0,2.96,68.66,1.55,10.2,10.9,1.38
27.9,43.2,1677733200,2,290.39,0,3.43,67.23,1.8,11.44,12.33,1.58
27.9,43.2,1677736800,2,297.07,0,4.37,64.37,1.97,12.48,13.57,1.79
27.9,43.2,1677740400,2,303.75,0.03,4.88,62.23,1.94,13.13,14.35,2.18
27.9,43.2,1677744000,2,297.07,0.07,4.76,61.51,1.8,13.06,14.28,2.6
27.9,43.2,1677747600,2,287.06,0.13,4.41,63.66,1.73,12.44,13.56,2.75
27.9,43.2,1677751200,2,277.04,0.16,4.07,66.52,1.73,11.61,12.69,2.75
27.9,43.2,1677754800,2,263.69,0.14,3.51,70.1,1.61,10.61,11.58,2.47
27.9,43.2,1677758400,2,257.02,0.12,2.78,72.24,1.39,9.93,10.78,2.06
27.9,43.2,1677762000,2,250.34,0.09,2.16,76.53,1.33,9.51,10.22,1.79
27.9,43.2,1677765600,2,247,0.04,1.99,81.54,1.73,9.5,10.15,1.63
27.9,43.2,1677769200,2,247,0.02,2.16,83.68,2.32,10.65,11.31,1.49
27.9,43.2,1677772800,2,247,0,2.23,84.4,2.62,11.83,12.5,1.41
27.9,43.2,1677776400,2,247,0,2.21,84.4,2.62,12.83,13.54,1.46
27.9,43.2,1677780000,2,250.34,0,2.1,84.4,2.53,13.47,14.22,1.52
27.9,43.2,1677783600,2,250.34,0,1.97,84.4,2.35,13.53,14.3,1.54
27.9,43.2,1677787200,2,250.34,0,1.99,83.68,2.26,13.16,13.93,1.5
27.9,43.2,1677790800,2,247,0,2.08,83.68,2.24,12.5,13.26,1.42
27.9,43.2,1677794400,2,250.34,0,3.26,78.68,2.38,12.16,12.96,1.14
27.9,43.2,1677798000,2,257.02,0,4.58,72.24,2.5,12.43,13.32,0.91
27.9,43.2,1677801600,2,267.03,0,5.27,66.52,2.56,13.13,14.13,0.85
27.9,43.2,1677805200,2,277.04,0,5.91,61.51,2.65,14.09,15.13,0.84
27.9,43.2,1677808800,2,277.04,0,5.44,62.23,2.77,13.94,14.85,0.78
27.9,43.2,1677812400,2,263.69,0,4.37,68.66,2.83,12.51,13.23,0.76
27.9,43.2,1677816000,2,247,0,2.46,78.68,2.32,9.78,10.35,0.85
27.9,43.2,1677819600,2,247,0,2.51,79.39,2.09,8.32,8.92,0.85
27.9,43.2,1677823200,2,247,0,2.87,79.39,1.97,7.16,7.76,0.85
27.9,43.2,1677826800,2,247,0.02,2.96,80.82,1.83,6,6.56,0.82
27.9,43.2,1677830400,2,243.66,0.06,2.83,82.25,1.79,5.15,5.69,0.84
27.9,43.2,1677834000,2,240.33,0.12,2.7,83.68,1.85,4.91,5.45,0.86
27.9,43.2,1677837600,2,240.33,0.13,2.74,85.12,2.06,5.12,5.69,0.95
27.9,43.2,1677841200,2,240.33,0.13,3.04,85.83,2.32,5.56,6.17,0.98
27.9,43.2,1677844800,2,240.33,0.12,3.34,85.83,2.59,5.85,6.51,0.95
27.9,43.2,1677848400,2,243.66,0.12,4.28,84.4,3.01,6.32,7.03,0.97
27.9,43.2,1677852000,2,250.34,0.1,6.08,81.54,3.43,6.91,7.74,0.97
27.9,43.2,1677855600,2,250.34,0.04,7.45,78.68,3.46,7.27,8.23,0.83
27.9,43.2,1677859200,2,250.34,0.01,7.54,77.25,3.43,7.4,8.5,0.69
27.9,43.2,1677862800,2,253.68,0,7.2,75.1,3.49,7.73,9.01,0.62
27.9,43.2,1677866400,2,257.02,0,7.03,72.96,3.4,8.1,9.53,0.6
27.9,43.2,1677870000,2,257.02,0,6.17,70.81,3.13,7.9,9.19,0.54
27.9,43.2,1677873600,2,260.35,0,6.34,65.8,2.95,8.07,9.24,0.51
27.9,43.2,1677877200,2,270.37,0,7.11,60.08,2.68,8.33,9.49,0.51
27.9,43.2,1677880800,1,270.37,0,8.14,52.21,2.35,8.42,9.62,0.45
27.9,43.2,1677884400,1,270.37,0,9,46.49,2.26,8.53,9.8,0.4
27.9,43.2,1677888000,1,267.03,0,9.42,42.2,2.32,8.77,10.11,0.4
27.9,43.2,1677978000,1,293.73,0.01,10.37,35.05,2.03,7.25,9.5,0.38
27.9,43.2,1677981600,1,297.07,0.01,9.68,36.12,2.03,7.48,9.48,0.4
27.9,43.2,1677985200,1,303.75,0.01,9.08,36.48,1.97,7.8,9.55,0.42
27.9,43.2,1677988800,1,310.42,0.01,8.74,36.84,1.94,7.92,9.5,0.43
27.9,43.2,1677992400,1,320.43,0.01,9.08,37.19,2.12,8.37,10.01,0.51
27.9,43.2,1677996000,1,330.45,0.36,9.51,39.34,2.29,8.72,10.61,0.63
27.9,43.2,1677999600,1,327.11,1.36,8.65,42.92,2.53,8.61,10.7,0.74
27.9,43.2,1678003200,1,320.43,2.07,7.54,45.78,2.71,8.61,10.85,0.93
27.9,43.2,1678006800,1,310.42,2.1,6.17,50.78,2.74,8.72,10.94,1.12
27.9,43.2,1678010400,2,290.39,0.92,6.17,60.8,2.89,8.61,10.55,1.25
27.9,43.2,1678014000,2,287.06,0.56,7.71,64.37,3.7,8.66,10.5,1.19
27.9,43.2,1678017600,1,293.73,0.64,10.28,58.65,4.35,9.45,11.56,1.04
27.9,43.2,1678021200,2,303.75,0.59,12.51,52.21,4.53,10.58,12.96,0.88
27.9,43.2,1678024800,2,317.1,0.5,14.22,43.99,4.23,12.08,14.7,0.6
27.9,43.2,1678028400,2,320.43,0.31,13.71,41.13,3.49,13.48,16.01,0.36
27.9,43.2,1678032000,2,307.08,0.05,10.45,47.92,2.65,14.17,16.28,0.37
27.9,43.2,1678035600,2,310.42,0,8.91,53.64,2.44,17.75,20.13,0.54
27.9,43.2,1678039200,2,320.43,0,8.31,54.36,2.32,22.81,25.44,0.64
27.9,43.2,1678042800,2,323.77,0,6.68,57.22,1.97,24.75,27.06,0.7
27.9,43.2,1678046400,3,330.45,0,6.85,55.79,2.12,25.55,27.71,0.71
